name,genre,developer,downloads,updatedOn,contentRating,score,scoreClass
Nemo's Reef,Strategy,Disney,"10,000,000 - 50,000,000",3 September 2015,Rated for 3+,4.0,4 (3.1 - 4.0)
Disney Dream Treats,Puzzle,Disney,"1,000,000 - 5,000,000",3 October 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
Zootropolis Crime Files,Puzzle,Disney,"1,000,000 - 5,000,000",17 October 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Inside Out Thought Bubbles,Puzzle,Disney,"10,000,000 - 50,000,000",17 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Disney Wild About Safety,Education,Disney,"500,000 - 1,000,000",13 August 2014,Rated for 3+,3.6,4 (3.1 - 4.0)
Descendants,Simulation,Disney,"5,000,000 - 10,000,000",22 September 2016,Rated for 3+,3.5,4 (3.1 - 4.0)
Appisodes: Road Rally,Casual,Disney,"500,000 - 1,000,000",13 October 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Frozen Free Fall,Puzzle,Disney,"50,000,000 - 100,000,000",10 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Disney Crossy Road,Arcade,Disney,"10,000,000 - 50,000,000",11 January 2017,Rated for 3+,4.5,5 (4.1 - 5.0)
Disney Emoji Blitz,Puzzle,Disney,"1,000,000 - 5,000,000",19 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Christmas Games,Puzzle,Kidgames,"1,000,000 - 5,000,000",3 November 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Puzzle App Frozen,Puzzle,Clementoni S.p.A.,"1,000,000 - 5,000,000",17 February 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Chess for Android,Puzzle,Aart Bik,"10,000,000 - 50,000,000",7 November 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Tic Tac Toe,Puzzle,DrawAPP,"500,000 - 1,000,000",9 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Fruits Legend,Puzzle,appgo,"10,000,000 - 50,000,000",3 August 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Mind Games Pro,Puzzle,"Mindware Consulting, Inc","100,000 - 500,000",3 January 2017,Rated for 3+,4.6,5 (4.1 - 5.0)
Bubble Pop,Puzzle,Wintrino,"1,000,000 - 5,000,000",12 October 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
Matching pairs,Casual,Wintrino,"100,000 - 500,000",3 May 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Four In A Line,Board,Wintrino,"1,000,000 - 5,000,000",2 May 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Bubble break,Board,Wintrino,"100,000 - 500,000",17 October 2015,Rated for 3+,3.8,4 (3.1 - 4.0)
Thermometer,Tools,Wintrino,"500,000 - 1,000,000",11 October 2015,Rated for 3+,3.4,4 (3.1 - 4.0)
Magic Camel,Trivia,Wintrino,"100,000 - 500,000",23 September 2015,Rated for 3+,4.0,4 (3.1 - 4.0)
Reversi,Puzzle,Wintrino,"50,000 - 100,000",25 September 2015,Rated for 3+,3.6,4 (3.1 - 4.0)
Break The Bricks,Puzzle,Wintrino,"100,000 - 500,000",18 September 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
Sudoku,Puzzle,Wintrino,"100,000 - 500,000",25 September 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
Kids math game,Trivia,Wintrino,"50,000 - 100,000",22 September 2015,Rated for 3+,3.2,4 (3.1 - 4.0)
Minesweeper,Puzzle,Wintrino,"50,000 - 100,000",24 September 2015,Rated for 3+,3.6,4 (3.1 - 4.0)
Checkers (Draughts),Board,Wintrino,"100,000 - 500,000",20 September 2015,Rated for 3+,3.7,4 (3.1 - 4.0)
BlackJack,Casino,Wintrino,"100,000 - 500,000",16 September 2015,Rated for 12+,4.0,4 (3.1 - 4.0)
Stopwatch,Tools,Wintrino,"10,000 - 50,000",25 September 2015,Rated for 3+,3.8,4 (3.1 - 4.0)
Loan calculator,Finance,Wintrino,"10,000 - 50,000",23 September 2015,Rated for 3+,4.2,5 (4.1 - 5.0)
Brain It On! - Physics Puzzles,Puzzle,Orbital Nine Games,"10,000,000 - 50,000,000",2 January 2017,Rated for 3+,4.5,5 (4.1 - 5.0)
Cut the Rope: Magic,Puzzle,ZeptoLab,"10,000,000 - 50,000,000",13 December 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
Cut the Rope: Experiments FREE,Puzzle,ZeptoLab,"10,000,000 - 50,000,000",18 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Cut the Rope,Puzzle,ZeptoLab,"1,000,000 - 5,000,000",22 December 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
Bad Piggies,Puzzle,Rovio Entertainment Ltd.,"50,000,000 - 100,000,000",1 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
King of Thieves,Strategy,ZeptoLab,"10,000,000 - 50,000,000",7 December 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Om Nom Toons,Video Players & Editors,ZeptoLab,"1,000,000 - 5,000,000",22 December 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
My Om Nom,Simulation,ZeptoLab,"5,000,000 - 10,000,000",8 August 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Cut the Rope Theme,Entertainment,ZeptoLab,"1,000,000 - 5,000,000",9 January 2017,Rated for 3+,4.0,4 (3.1 - 4.0)
Pudding Monsters,Puzzle,ZeptoLab,"5,000,000 - 10,000,000",6 May 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Cut the Rope Time Travel Theme,Entertainment,ZeptoLab,"100,000 - 500,000",8 May 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Cut the Rope: Experiments,Puzzle,ZeptoLab,"500,000 - 1,000,000",29 December 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Cut the Rope: Time Travel HD,Puzzle,ZeptoLab,"100,000 - 500,000",14 September 2016,Rated for 3+,4.7,5 (4.1 - 5.0)
Pudding Monsters Premium,Puzzle,ZeptoLab,"100,000 - 500,000",28 May 2014,Rated for 3+,4.7,5 (4.1 - 5.0)
Bubble Shooter,Puzzle,Ilyon Dynamics Ltd.,"5,000,000 - 10,000,000",3 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Bubble Witch 3 Saga,Puzzle,King,"5,000,000 - 10,000,000",4 January 2017,Rated for 3+,4.7,5 (4.1 - 5.0)
Bubble Break,Trivia,City Games LLC,"5,000,000 - 10,000,000",17 October 2012,Rated for 3+,4.2,5 (4.1 - 5.0)
Water Me Please! Brain Teaser,Puzzle,"Kiragames Co., Ltd.","500,000 - 1,000,000",22 July 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Unblock Me,Puzzle,"Kiragames Co., Ltd.","10,000 - 50,000",24 November 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Where's My Perry?,Puzzle,Disney,"1,000,000 - 5,000,000",23 September 2015,Rated for 3+,4.6,5 (4.1 - 5.0)
Where's My Mickey?,Puzzle,Disney,"100,000 - 500,000",14 May 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Word Search Games in english,Puzzle,AppQuiz,"1,000,000 - 5,000,000",16 November 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Cinderella Free Fall,Puzzle,Disney,"5,000,000 - 10,000,000",8 December 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Can you Escape the 100 room I,Puzzle,FunnyTimeDay,"1,000,000 - 5,000,000",30 December 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Spotlight: Room Escape,Puzzle,Javelin Mobile,"1,000,000 - 5,000,000",20 October 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Can You Escape 5,Puzzle,MobiGrow,"100,000 - 500,000",1 December 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
You Must Escape,Puzzle,Mobest Media,"5,000,000 - 10,000,000",16 June 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Can you escape the 50 rooms 2,Puzzle,FunnyTimeDay,"500,000 - 1,000,000",23 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
High School Escape,Puzzle,Goblin LLC,"1,000,000 - 5,000,000",14 July 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Can You Escape - Tower,Puzzle,MobiGrow,"10,000,000 - 50,000,000",25 October 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Can You Escape - Adventure,Puzzle,MobiGrow,"5,000,000 - 10,000,000",10 June 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Can You Escape 4,Puzzle,MobiGrow,"1,000,000 - 5,000,000",9 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Bank Escape,Puzzle,MobiGrow,"1,000,000 - 5,000,000",9 September 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Can You Escape 2,Puzzle,MobiGrow,"10,000,000 - 50,000,000",14 July 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Can You Escape 3,Puzzle,MobiGrow,"1,000,000 - 5,000,000",3 October 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Escape City,Puzzle,MobiGrow,"500,000 - 1,000,000",31 May 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Escape Quest,Puzzle,MobiGrow,"1,000,000 - 5,000,000",18 September 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Can You Escape - Tower 2,Puzzle,MobiGrow,"100,000 - 500,000",10 June 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Can You Escape - Deluxe,Puzzle,MobiGrow,"100,000 - 500,000",9 November 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Can You Escape - Island,Puzzle,MobiGrow,"500,000 - 1,000,000",3 October 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Can You Escape - Holidays,Adventure,MobiGrow,"100,000 - 500,000",23 August 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Escape From Work,Puzzle,MobiGrow,"500,000 - 1,000,000",3 October 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Hollywood Escape,Adventure,MobiGrow,"500,000 - 1,000,000",14 September 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Road To Success,Puzzle,MobiGrow,"100,000 - 500,000",15 September 2015,Rated for 3+,4.4,5 (4.1 - 5.0)
Escape the Prison Room,Puzzle,lcmobileapp79,"5,000,000 - 10,000,000",27 January 2016,Rated for 7+,3.5,4 (3.1 - 4.0)
Can you escape:Prison Break,Puzzle,FunnyTimeDay,"1,000,000 - 5,000,000",29 December 2016,Rated for 12+,4.4,5 (4.1 - 5.0)
Escape Haunted House of Fear,Puzzle,DVA Apps,"1,000,000 - 5,000,000",8 May 2015,Rated for 12+,3.7,4 (3.1 - 4.0)
Prison Escape Puzzle,Puzzle,Big Giant Games,"1,000,000 - 5,000,000",29 September 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Chess 3D free,Board,Rabbit Bay Games,"1,000,000 - 5,000,000",21 November 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Criminal Case Investigation,Casual,Rabbit Bay Games,"100,000 - 500,000",6 June 2016,Rated for 7+,3.7,4 (3.1 - 4.0)
Escape the mansion adventure,Adventure,Rabbit Bay Games,"50,000 - 100,000",9 November 2016,Rated for 12+,3.7,4 (3.1 - 4.0)
Can you escape the Woods?,Adventure,Rabbit Bay Games,"10,000 - 50,000",9 November 2016,Rated for 12+,3.8,4 (3.1 - 4.0)
Detective in the Crime Scene,Casual,Rabbit Bay Games,"1,000 - 5,000",14 June 2016,Rated for 3+,3.2,4 (3.1 - 4.0)
Checkers - Draughts 3D,Board,Rabbit Bay Games,"100,000 - 500,000",11 November 2016,Rated for 3+,3.5,4 (3.1 - 4.0)
Troll Face Quest Video Memes,Puzzle,Spil Games,"10,000,000 - 50,000,000",4 May 2016,Rated for 12+,4.5,5 (4.1 - 5.0)
Candy Crush Jelly Saga,Puzzle,King,"50,000,000 - 100,000,000",16 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Farm Bubbles,Puzzle,Narcade,"1,000,000 - 5,000,000",17 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Ben 10 Game Generator 4D Lite,Puzzle,Cartoon Network EMEA,"5,000,000 - 10,000,000",13 March 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
Marble Legend 2,Casual,easygame7,"500,000 - 1,000,000",24 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Zombie Defense,Action,easygame7,"1,000 - 5,000",21 January 2017,Rated for 3+,4.0,4 (3.1 - 4.0)
Epic Defenders TD,Strategy,easygame7,"100,000 - 500,000",21 August 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Zombie Commando,Action,easygame7,"1,000,000 - 5,000,000",21 August 2016,Rated for 12+,3.9,4 (3.1 - 4.0)
Cookie Paradise,Puzzle,easygame7,"1,000 - 5,000",19 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Pets Link - Onet,Arcade,easygame7,"1,000,000 - 5,000,000",8 October 2015,Rated for 3+,3.8,4 (3.1 - 4.0)
Cookie Blast Frenzy,Puzzle,easygame7,"100,000 - 500,000",18 August 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Panda Legend,Casual,easygame7,"1,000,000 - 5,000,000",21 August 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Marble Legend - Lost Treasure,Casual,easygame7,"1,000,000 - 5,000,000",15 January 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Save Fruits Doll,Puzzle,easygame7,"1,000,000 - 5,000,000",22 August 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Candy Paradise,Casual,easygame7,"1,000,000 - 5,000,000",21 August 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Bubble Bear,Puzzle,easygame7,"1,000,000 - 5,000,000",21 August 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Bubble Candy,Puzzle,easygame7,"500,000 - 1,000,000",9 July 2015,Rated for 3+,3.8,4 (3.1 - 4.0)
Farm Worlds,Puzzle,easygame7,"1,000,000 - 5,000,000",9 July 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
Pets Jam - Splash,Casual,easygame7,"100,000 - 500,000",22 August 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Flow Free: Hexes,Puzzle,Big Duck Games LLC,"1,000,000 - 5,000,000",18 December 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
Flow Free: Bridges,Puzzle,Big Duck Games LLC,"10,000,000 - 50,000,000",15 December 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Flow Free Unlimited,Puzzle,TTQ SOFT,"10,000 - 50,000",13 December 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Flows Free,Puzzle,Technobevy,"100,000 - 500,000",26 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Cube Connect: Connect the dots,Puzzle,LR Studios,"50,000 - 100,000",15 December 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
Fireworks Arcade,Casual,Big Duck Games LLC,"1,000,000 - 5,000,000",2 May 2012,Rated for 3+,4.0,4 (3.1 - 4.0)
Spark Art,Casual,Big Duck Games LLC,"500,000 - 1,000,000",11 June 2012,Rated for 3+,4.0,4 (3.1 - 4.0)
Jelly Blast,Puzzle,MicroFun,"10,000,000 - 50,000,000",21 January 2017,Rated for 3+,4.6,5 (4.1 - 5.0)
Cookie Jam,Puzzle,SGN,"10,000,000 - 50,000,000",4 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Crazy Kitchen,Puzzle,Zynga,"10,000,000 - 50,000,000",5 January 2017,Rated for 3+,4.6,5 (4.1 - 5.0)
Toy Blast,Puzzle,Peak Games,"10,000,000 - 50,000,000",13 January 2017,Rated for 3+,4.6,5 (4.1 - 5.0)
AlphaBetty Saga,Puzzle,King,"10,000,000 - 50,000,000",11 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Candy Crush Soda Saga,Casual,King,"100,000,000 - 500,000,000",16 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Blossom Blast Saga Flower Link,Casual,King,"10,000,000 - 50,000,000",20 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Farm Heroes Saga,Casual,King,"100,000,000 - 500,000,000",15 December 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Bubble Witch 2 Saga,Casual,King,"100,000,000 - 500,000,000",12 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Candy Crush Soda Air Theme,Personalisation,King,"1,000,000 - 5,000,000",28 November 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Pet Rescue Saga,Casual,King,"100,000,000 - 500,000,000",9 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Candy Crush Android Theme,Personalisation,King,"1,000,000 - 5,000,000",18 April 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Farm Heroes Super Saga,Casual,King,"10,000,000 - 50,000,000",19 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Papa Pear Saga,Casual,King,"10,000,000 - 50,000,000",20 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Diamond Digger Saga,Casual,King,"10,000,000 - 50,000,000",12 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Paradise Bay,Casual,King,"10,000,000 - 50,000,000",1 December 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Pyramid Solitaire Saga,Card,King,"10,000,000 - 50,000,000",10 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Bubble Witch Saga,Casual,King,"10,000,000 - 50,000,000",17 August 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Mind Games,Puzzle,"Mindware Consulting, Inc","10,000,000 - 50,000,000",9 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Brain it on the truck!,Puzzle,WoogGames,"5,000,000 - 10,000,000",6 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Brain Games,Puzzle,Godline Studios,"5,000,000 - 10,000,000",29 September 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Brain On: Dot Physics,Puzzle,In The Game,"1,000,000 - 5,000,000",30 September 2016,Rated for 3+,3.4,4 (3.1 - 4.0)
Brain Dots,Puzzle,"Translimit, Inc","10,000,000 - 50,000,000",24 January 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Brain Games,Puzzle,MagiqLab,"5,000,000 - 10,000,000",25 August 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
100 Doors Brain Teasers 1,Puzzle,ShEk Tech,"500,000 - 1,000,000",2 August 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
Num Noms,Puzzle,MGA Entertainment,"500,000 - 1,000,000",22 December 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Scribblenauts Remix,Puzzle,Warner Bros. International Enterprises,"1,000,000 - 5,000,000",9 May 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Bubble Shooter,Casual,Arclite Systems,"500,000 - 1,000,000",1 April 2013,Rated for 3+,3.8,4 (3.1 - 4.0)
Tronball 3D Extended Lite,Arcade,Arclite Systems,"100,000 - 500,000",19 June 2012,Unrated,3.6,4 (3.1 - 4.0)
Connect Four in a Row,Casual,Arclite Systems,"50,000 - 100,000",8 April 2013,Unrated,3.8,4 (3.1 - 4.0)
Classic Snake,Casual,Arclite Systems,"10,000 - 50,000",23 April 2013,Unrated,3.3,4 (3.1 - 4.0)
Happy Birds,Casual,Arclite Systems,"10,000 - 50,000",19 June 2012,Unrated,3.5,4 (3.1 - 4.0)
Minesweeper Classic,Casual,Arclite Systems,"10,000 - 50,000",14 August 2013,Unrated,3.7,4 (3.1 - 4.0)
Fiber Puzzle,Puzzle,Arclite Systems,"5,000 - 10,000",5 May 2013,Unrated,4.5,5 (4.1 - 5.0)
Dots And Boxes,Casual,Arclite Systems,"10,000 - 50,000",12 December 2011,Unrated,3.8,4 (3.1 - 4.0)
Fiber Puzzle Pro,Puzzle,Arclite Systems,1 - 5,5 May 2013,Unrated,4.0,4 (3.1 - 4.0)
Bubble Pop,Puzzle,Arclite Systems,"50,000 - 100,000",1 April 2013,Rated for 3+,3.8,4 (3.1 - 4.0)
Galaxy Conquest,Arcade,Arclite Systems,"50,000 - 100,000",9 April 2013,Unrated,3.6,4 (3.1 - 4.0)
Tic Tac Toe Glow (No Ads),Casual,Arclite Systems,100 - 500,19 June 2012,Unrated,4.2,5 (4.1 - 5.0)
Football 3D,Arcade,Arclite Systems,100 - 500,12 December 2011,Unrated,2.7,3 (2.1 - 3.0)
Super Stuntball 3D,Arcade,Arclite Systems,50 - 100,7 August 2011,Unrated,2.0,2 (1.1 - 2.0)
College Football Quiz,Puzzle,logo quiz.,"10,000 - 50,000",7 June 2013,Rated for 3+,3.6,4 (3.1 - 4.0)
Scratch Football Logo Quiz,Puzzle,Enrasoft,"1,000,000 - 5,000,000",17 October 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Fireworks Piano,Casual,GameNICA,"100,000 - 500,000",19 July 2015,Rated for 3+,3.5,4 (3.1 - 4.0)
Funny Fireworks,Casual,Alyaka,"500,000 - 1,000,000",7 June 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Fireworks!,Casual,galaticdroids,"100,000 - 500,000",17 January 2017,Rated for 3+,3.6,4 (3.1 - 4.0)
Frankie's Baby Fireworks!,Casual,Mykaelos,"5,000 - 10,000",3 July 2015,Rated for 3+,4.7,5 (4.1 - 5.0)
Fireworks,Casual,Best Digital Apps,"10,000 - 50,000",1 April 2016,Rated for 3+,2.9,3 (2.1 - 3.0)
New Years Eve Firework Show,Casual,Girl Games - Vasco Games,"5,000 - 10,000",3 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Toddler Games: Fireworks,Casual,Fixed Dice Games,"100,000 - 500,000",8 February 2014,Rated for 3+,3.6,4 (3.1 - 4.0)
Finger Fireworks,Casual,MOD Games,"100,000 - 500,000",19 August 2015,Rated for 3+,3.6,4 (3.1 - 4.0)
Fireworks for Children,Casual,NeoCortex,"10,000 - 50,000",6 January 2017,Rated for 3+,3.7,4 (3.1 - 4.0)
Cute Toddler's Fireworks,Casual,GameNICA,"100,000 - 500,000",1 April 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
Fireworks Screen Prank,Casual,Guns & animals  sound simulator,"100,000 - 500,000",23 January 2016,Rated for 3+,3.5,4 (3.1 - 4.0)
Cute Baby Fireworks,Casual,MOD Games,"100,000 - 500,000",4 November 2015,Rated for 3+,3.7,4 (3.1 - 4.0)
Light Da Fuse,Casual,"The Small Fortune Company, LLC","50,000 - 100,000",20 December 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
Fireworks Creator,Casual,Stephen Richards,"10,000 - 50,000",4 June 2015,Rated for 3+,4.0,4 (3.1 - 4.0)
Bubble Shooter,Casual,Bubble Shooter,"10,000,000 - 50,000,000",18 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Kids Doodle - Color & Draw,Casual,Doodle Joy Studio,"10,000,000 - 50,000,000",4 September 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Art Of Glow,Casual,Natenai Ariyatrakool,"5,000,000 - 10,000,000",25 October 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Glow Spin Art,Casual,Natenai Ariyatrakool,"1,000,000 - 5,000,000",21 September 2015,Rated for 3+,3.7,4 (3.1 - 4.0)
Magic Doodle,Casual,Doodle Joy Studio,"10,000,000 - 50,000,000",3 September 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Paint Joy - Color & Draw,Casual,Doodle Joy Studio,"10,000,000 - 50,000,000",6 September 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Terrific Tattoo Art Designer,Casual,Playtinum,"500,000 - 1,000,000",17 December 2014,Rated for 3+,3.5,4 (3.1 - 4.0)
Sand Art,Casual,QuCiti,"50,000 - 100,000",9 August 2016,Rated for 3+,3.1,4 (3.1 - 4.0)
Artist,Casual,Techcasita Productions,"500,000 - 1,000,000",20 February 2013,Rated for 3+,3.4,4 (3.1 - 4.0)
Mandala Coloring Pages,Casual,Coloring Games,"10,000,000 - 50,000,000",10 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Sketch Guru - Handy Sketch Pad,Casual,Doodle Joy Studio,"10,000,000 - 50,000,000",6 September 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Magic Paint Kaleidoscope,Casual,Doodle Joy Studio,"5,000,000 - 10,000,000",3 September 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Draw like an Artist,Casual,U GAMES,"100,000 - 500,000",30 September 2015,Rated for 3+,3.3,4 (3.1 - 4.0)
Kids Glow - Doodle with Stars!,Casual,Flyingmesh,"10,000,000 - 50,000,000",31 October 2014,Rated for 3+,4.0,4 (3.1 - 4.0)
Photo Editor,Photography,Zentertain,"10,000,000 - 50,000,000",10 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Photo Editor,Photography,dev.macgyver,"10,000,000 - 50,000,000",17 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Photo Effects Pro,Photography,DHQ Solutions,"50,000,000 - 100,000,000",14 October 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
photo editor,Photography,ANDROID PIXELS,"10,000,000 - 50,000,000",28 November 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
InstaSquare Size Collage Maker,Photography,Photo Editor Perfect Corp.,"10,000,000 - 50,000,000",19 January 2017,Rated for 3+,4.5,5 (4.1 - 5.0)
Music Video Maker,Photography,Zentertain,"5,000,000 - 10,000,000",25 November 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Music Video Editor,Photography,Zentertain,"1,000,000 - 5,000,000",25 November 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Pip photo collage maker,Photography,Zentertain,"1,000,000 - 5,000,000",23 September 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Music Player,Music & Audio,Zentertain,"1,000,000 - 5,000,000",8 December 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Gallery,Photography,Zentertain,"100,000 - 500,000",28 July 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Collage Maker,Photography,Zentertain,"1,000,000 - 5,000,000",6 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
AppLock,Tools,Zentertain,"500,000 - 1,000,000",27 May 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Photo editor pip,Photography,Zentertain,"500,000 - 1,000,000",17 January 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Photo Collage Maker Pro,Photography,Zentertain,"1,000,000 - 5,000,000",11 December 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Photo Collage Editor,Photography,MeiHillMan,"1,000,000 - 5,000,000",4 January 2017,Rated for 3+,4.6,5 (4.1 - 5.0)
Photo Collage Maker,Photography,Scoompa,"10,000,000 - 50,000,000",29 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Camera360 Lite - Selfie Camera,Photography,PinGuo Inc.,"10,000,000 - 50,000,000",21 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
"SNOW - Selfie, Motion sticker",Photography,SNOW Team,"10,000,000 - 50,000,000",18 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Camera for Android,Photography,Android mobiler,"10,000,000 - 50,000,000",23 August 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
BestMe Selfie Camera,Photography,RILEY CILLIAN,"10,000,000 - 50,000,000",1 December 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
B812 - Selfie Heart Studio,Photography,PICCHAT,"500,000 - 1,000,000",24 September 2016,Rated for 3+,3.2,4 (3.1 - 4.0)
